Place Name,Address,City,Zip,State,Place ID,Longitude,Latitude,Status,Last Contacted,Contact Name,Email/Contact,Phone Number,Booking Contact,Contact Type,Priority,Next Follow Up,Past Gigs,Future Gigs,Last Played,Next Booked,Past Gig Count,Future Gig Count,Total Gig Count,Last Synced,Venue Type,Website,Notes
The Basement Sports Bar & Grill,9224 Darrow Rd,Twinsburg,44087,OH,the-basement-sports-bar-and-grill-twinsburg-oh-44087,-81.440296,41.315953,Needs Review,,,,,,,4,,,,,,,,,,Restaurant,,
The Basement Sports Bar & Grill,1282 Weathervane Ln,Akron,44313,OH,the-basement-sports-bar-and-grill-akron-oh-44313,-81.552374,41.136387,Needs Review,,,,,,,4,,,,,,,,,,Restaurant,,
The Basement Sports Bar & Grill,480 W Aurora Rd,Northfield,44067,OH,the-basement-sports-bar-and-grill-northfield-oh-44067,-81.555593,41.314309,Not Contacted Yet,Sun Aug 10 2025 00:00:00 GMT-0400 (Eastern Daylight Time),manager lm,Basement.sagamore@gmail.com,,,email,3,,,,,,,,2,2026-05-07T04:36:16.000Z,Restaurant,,
The Basement Sports Bar & Grill,740 Munroe Falls Ave,Cuyahoga Falls,44221,OH,the-basement-sports-bar-and-grill-cuyahoga-falls-oh-44221,-81.471776,41.140276,Not Contacted Yet,10/26/2024,Billie Rae,,,,Stop,4,,,,,,,,1,2026-05-07T04:36:16.000Z,Restaurant,,
The Basement Sports Bar & Grill,3732 Darrow Rd #6,Stow,44224,OH,the-basement-sports-bar-and-grill-stow-oh-44224,-81.440459,41.166358,Needs Review,12/19/2023,,stowbasement@gmail.com,,,email,4,,,,,,,,1,2026-05-07T04:36:16.000Z,Restaurant,,
The Battleground,425 Cherry Street,Kent,,OH,the-battleground-kent-oh,-81.365469,41.141281,Needs Review,,,,330-548-9019,,,,,,,,,,,,,Other Venue,,
The Bistro of Oakwood,2664 Easton St NE,Canton,44721,OH,the-bistro-of-oakwood-canton-oh-44721,-81.331646,40.873691,Needs Review,,,,330-915-8173,,,,,,,,,,,,,Restaurant,,
The Brew Kettle Amherst,300 Church St,Amherst,44001,OH,the-brew-kettle-amherst-amherst-oh-44001,-82.225196,41.397192,Played in the Past,9/26/2024,Jason,,440-984-2739,,,,,2024-12-14 | COMPLETED | JustDeeDeeMusic Live @ The Brew Kettle Amherst | 300 Church St; Amherst; OH 44001-2204; United States | historical-2024-12-14-the-brew-kettle-amherst-justdeedeemusic-live-the-brew-kettle-amherst-73,,Sat Dec 14 2024 00:00:00 GMT-0500 (Eastern Standard Time),,1,,1,2026-05-08T02:35:41.539Z,Brewery,,
The Brew Kettle Brunswick,5288 Center Rd,Brunswick,44212,OH,the-brew-kettle-brunswick-brunswick-oh-44212,-81.87778,41.23779,Played in the Past,05/16/2024,Linda,,234-803-9990,,Talk,1,,2024-07-28 | COMPLETED | JustDeeDeeMusic Live @ The Brew Kettle Brunswick | 5288 Center Rd; 2024-08-23 | COMPLETED | JustDeeDeeMusic Live @ The Brew Kettle Brunswick | 5288 Center Rd; 2025-06-08; 2025-06-08 1:00pm ET | COMPLETED | Brew Kettle Brunswick | 2pm9miu9g9jlaaac49jrsear6r@google.com; 2025-07-27; 2025-07-27 1:00pm ET | COMPLETED | Brew Kettle Brunswick | 0ue41qd5foabjbu696nv5rd95l@google.com; 2025-08-24; 2025-08-24 4:00pm ET | COMPLETED | Brew Kettle Brunswick | 5mhno5jlrpoj3ee7gtvg93oa9p@google.com; Brunswick; OH 44212 | historical-2024-07-28-the-brew-kettle-brunswick-justdeedeemusic-live-the-brew-kettle-brunswick-35; OH 44212 | historical-2024-08-23-the-brew-kettle-brunswick-justdeedeemusic-live-the-brew-kettle-brunswick-45,,OH 44212 | historical-2024-08-23-the-brew-kettle-brunswick-justdeedeemusic-live-the-brew-kettle-brunswick-45,,11,0,11,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Brewery,https://thebrewkettle.com/,
The Bulldog Pub and Grille,108 E Main St,Lagrange,44050,OH,the-bulldog-pub-and-grille-lagrange-oh-44050,-82.119366,41.23726,Needs Review,1/24/26,Karen /Juliet,,440-355-4029,,Talk / email,4,,,,,,,,2,2026-05-07T04:36:16.000Z,Restaurant,,
The Caddy Shack. 115 Division St,Kelleys Island,OH 43438,,OH,the-caddy-shack-115-division-st-kelleys-island-oh-43438,-82.711009,41.594372,Needs Review,,,,419-746-2518,,,,,,,,,,,,,Other Venue,,
The Catawba Inn,4112 N Crogan St.  Port Clinton,OH  43452,,OH,the-catawba-inn-4112-n-crogan-st-port-clinton-oh-43452,-82.836572,41.584333,Needs Review,08/25/2025,,419-797-2501,,,Message owner on fb in January,,,,,,,,,,,Other Venue,,
The Cleveland Winery / Vino Veritas Cellars,4103 Memphis Ave,Cleveland,44109,OH,the-cleveland-winery-vino-veritas-cellars-cleveland-oh-44109,-81.713567,41.439796,Played in the Past,Mon Jan 04 2021 00:00:00 GMT-0500 (Eastern Standard Time),Byron/Anthony,,216-650-9877,,messenger,1,,2024-05-17 | COMPLETED | JustDeeDeeMusic Live @ The Cleveland Winery / Vino Veritas Cellars | 4103 Memphis Ave; 2024-06-07 | COMPLETED | JustDeeDeeMusic Live @ The Cleveland Winery / Vino Veritas Cellars | 4103 Memphis Ave; 2024-08-10 | COMPLETED | JustDeeDeeMusic Live @ The Cleveland Winery / Vino Veritas Cellars | 4103 Memphis Ave; Cleveland; OH 44109 | historical-2024-05-17-the-cleveland-winery-vino-veritas-cellars-justdeedeemusic-live-the-cleveland-winery-vino-veritas-cellars-22; OH 44109 | historical-2024-06-07-the-cleveland-winery-vino-veritas-cellars-justdeedeemusic-live-the-cleveland-winery-vino-veritas-cellars-25; OH 44109 | historical-2024-08-10-the-cleveland-winery-vino-veritas-cellars-justdeedeemusic-live-the-cleveland-winery-vino-veritas-cellars-39,,Sat Aug 10 2024 00:00:00 GMT-0400 (Eastern Daylight Time),,3,,3,2026-05-08T02:35:41.539Z,Winery,http://vinoveritascellarswinery.com/,
The Escape,11903 Township Rd 178,Bellevue,44811,OH,the-escape-bellevue-oh-44811,-82.939736,41.226922,Needs Review,,,,419-217-2940,,,,,,,,,,,,,Other Venue,,
The Fairview Tavern,21867 Lorain Rd,Cleveland,44126,OH,the-fairview-tavern-cleveland-oh-44126,-81.862391,41.44222,Open Microphone,Mon Jun 12 2023 00:00:00 GMT-0400 (Eastern Daylight Time),,fairviewtavernoh@gmail.com,440-799-4200,,stop,4,,,,,,,,1,2026-05-07T04:36:16.000Z,Festival,,Open microphone
The Farmers Table,320 S Court St Suite 100,Medina,44256,OH,the-farmers-table-medina-oh-44256,-81.863926,41.135639,Not Contacted Yet,9/19/2024,Jon / Laura,,330-952-2079,,stop,2,,,,,,,,4,2026-05-07T04:36:16.000Z,Farm/Farmers Market,http://www.thefarmerstablemedina.com/,
The Five 4's Distillery,417 N Center St,Newton Falls,44444,OH,the-five-4-s-distillery-newton-falls-oh-44444,-80.973541,41.191864,Not Contacted Yet,01/27/2026,Rodney,330-872-4199,,,,,,,,,,,,,,Other Venue,,
The Front 9,6730 Township Rd 69,Kansas,44841,OH,the-front-9-kansas-oh-44841,-83.254298,41.219956,Needs Review,,,,419-558-6463,,,,,,,,,,,,,Other Venue,,
The Garrison,209 Garrison St,Fremont,43420,OH,the-garrison-fremont-oh-43420,-83.112656,41.34535,Needs Review,,,,419-333-8260,,,,,,,,,,,,,Other Venue,,
The Getaway Pub,1462 N Portage Path,Akron,44313,OH,the-getaway-pub-akron-oh-44313,-81.548337,41.133782,Open Microphone,,,,,,stop,5,,,,,,,,1,2026-05-07T04:36:16.000Z,Pub/Bar,,Open microphone
The Grand River Manor,1153 Mechanicsville Rd,Geneva,44041,OH,the-grand-river-manor-geneva-oh-44041,-80.898713,41.754981,Needs Review,,,,440-466-9229,,,,,,,,,,,,,Other Venue,,
The Grisrmill,4 Monroe St,Port Clinton,43452,OH,the-grisrmill-port-clinton-oh-43452,-82.943049,41.51337,Needs Review,,,,419-301-3500,,,,,,,,,,,,,Other Venue,,
The Grounded Bean,1050 Pearl Rd,Brunswick,44212,OH,the-grounded-bean-brunswick-oh-44212,-81.841322,41.246614,Needs Review,,,,330-460-3233,,,,,,,,,,,,,Other Venue,,
The Hambone,13960 Rock Creek Rd,Chardon,44024,OH,the-hambone-chardon-oh-44024,-81.141113,41.608596,Needs Review,,,,440-286-6661,,,,,,,,,,,,,Other Venue,,
The Hooley Pub & Kitchen,10310 Cascade Crossing,Brooklyn,44144,OH,the-hooley-pub-and-kitchen-brooklyn-oh-44144,-81.758935,41.423886,Needs Review,,,,,,,4,,,,,,,,,,Pub/Bar,,
The Hooley Pub & Kitchen,24940 Sperry Dr,Westlake,44145,OH,the-hooley-pub-and-kitchen-westlake-oh-44145,-81.897067,41.474211,Needs Review,,,,,,,4,,,,,,,,,,Pub/Bar,,
The Hooley Pub & Kitchen,7861 Reynolds Rd,Mentor,44060,OH,the-hooley-pub-and-kitchen-mentor-oh-44060,-81.377406,41.657369,Needs Review,,,,,,,4,,,,,,,,,,Pub/Bar,,
The Hooley Pub & Kitchen,GL10,500 Southpark Center,,OH,the-hooley-pub-and-kitchen-strongsville-oh-44136,-81.820155,41.308446,Needs Review,,,,440-638-4852,,stop,4,,,,,,,,,,Pub/Bar,,
The Ignorant Owl,718 30th St NE,Canton,44714,OH,the-ignorant-owl-canton-oh-44714,-81.365554,40.830918,Needs Review,08/28/2024,,,330-754-689,,,,,,,,,,,,,Other Venue,,
The Jenks Building 1884 Front St,Cuyahoga Falls,OH 44221,,OH,the-jenks-building-1884-front-st-cuyahoga-falls-oh-44221,-81.483656,41.131798,Open Microphone,12/21/2023,Jodi,,234-312-9103,,email,4,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,http://www.jenks1929.com/,Open microphone
The Keys Put-In-Bay,227 Bayview Ave,Put-In-Bay,43456,OH,the-keys-put-in-bay-put-in-bay-oh-43456,-82.815273,41.654137,Needs Review,,,,419-285-5397,,,,,,,,,,,,,Other Venue,,
The Lazy Pineapple,5205 Lake Rd W suite b,Ashtabula,44004,OH,the-lazy-pineapple-ashtabula-oh-44004,-80.86014,41.880568,Played in the Past,,Chris,,330-321-3507,,,,,2025-08-02 | COMPLETED | JustDeeDeeMusic Live @ The Lazy Pinapple | The Lazy Pineapple | historical-2025-08-02-the-lazy-pinapple-justdeedeemusic-live-the-lazy-pinapple-110,,Sat Aug 02 2025 00:00:00 GMT-0400 (Eastern Daylight Time),,1,,1,2026-05-08T02:35:41.539Z,Other Venue,,
The Leaf Restaurant,203 W Liberty St,Wooster,44691,OH,the-leaf-restaurant-wooster-oh-44691,-81.941609,40.798017,Needs Review,02/24/2024,Sam Sami,https://theleaf.restaurant/,330-804-0126,,Email,5,,,,,,,,2,2026-05-07T04:36:16.000Z,Restaurant,,
The Lift Bar,533 Goodwill Dr,Ashtabula,44004,OH,the-lift-bar-ashtabula-oh-44004,-80.798352,41.899708,Not Contacted Yet,Sat Feb 08 2025 00:00:00 GMT-0500 (Eastern Standard Time),Patrick go on fb page,,440-553-8500,,visit,,,,,,,,,1,2026-05-07T04:36:16.000Z,Pub/Bar,,
The Local Bar,14751 Pearl Rd,Strongsville,44136,OH,the-local-bar-strongsville-oh-44136,-81.835153,41.308173,Needs Review,04/25/2024,,Localbar44136@gmail.com,440-238-7495,,Email,3,,,,,,,,,,Pub/Bar,http://thelocalstrongsville.com/,
The Market 42,2099 Pearl Rd,Brunswick,44212,OH,the-market-42-brunswick-oh-44212,-81.841429,41.217915,Needs Review,08/24/2025,,info@themarket42.com,,,,,,,,,,,,,,Farm/Farmers Market,,
The Market at Amish Door Village,1108 Winesburg St,Wilmot,44689,OH,the-market-at-amish-door-village-wilmot-oh-44689,-81.635511,40.656313,Played in the Past,Sat May 03 2025 00:00:00 GMT-0400 (Eastern Daylight Time),Tom,Tom@amishdoor.com,330-359-5700,,Tt Tom sent info,,,2024-11-02; 2024-11-02 12:00pm ET | COMPLETED | Amish Door Market | 691kl84gqr82ht60hspo3criph@google.com,,2024-11-02 12:00pm ET | COMPLETED | Amish Door Market | 691kl84gqr82ht60hspo3criph@google.com,,2,0,2,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Farm/Farmers Market,https://amishdoor.com/amish-door-market/,
The Merara Tiki Lounge,4054 E Harbor Rd,Port Clinton,43452,OH,the-merara-tiki-lounge-port-clinton-oh-43452,-82.854214,41.525533,Needs Review,Sun Jun 01 2025 00:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,,,,,Other Venue,,
The Merchant Tavern,1824 Merriman Rd,Akron,44313,OH,the-merchant-tavern-akron-oh-44313,-81.554602,41.135259,Told No / Closed / No Music,,,,,,No live music,,,,,,,,,,,Pub/Bar,,Previous CRM status: Closed and Not Booking
The Mockingbird on Mill Road-Wine Cafe,4408 N Elliston-Trowbridge Rd,Graytown,43432,OH,the-mockingbird-on-mill-road-wine-cafe-graytown-oh-43432,-83.280461,41.580264,Needs Review,,,,419-504-4900,,,,,,,,,,,,,Winery,,
The Oak Barrel,5975 Canal Rd,Valley View,44125,OH,the-oak-barrel-valley-view-oh-44125,-81.626496,41.39995,Needs Review,,,,,,stop,5,,,,,,,,,,Pub/Bar,,
The Oaks Lakeside Restaurant and Event Venue,5878 Longacre Lane,Chippewa Lake,44215,OH,the-oaks-lakeside-restaurant-and-event-venue-chippewa-lake-oh-44215,-81.89968,41.069716,Not Contacted Yet,8/15/2024,Meredith D 330-466-4281. Alyssa,,330-769-2601,,,,,,,,,,,1,2026-05-07T04:36:16.000Z,Restaurant,,
The Oriole Cafe,294 N Rocky River Dr,Berea,44017,OH,the-oriole-cafe-berea-oh-44017,-81.861716,41.373852,Needs Review,,,,440-243-8809,,,2,,,,,,,,,,Coffee Shop,https://theoriole.cafe,
The Pint & Pie Works,1925 North Cleveland Massillon Rd,Bath,,OH,the-pint-and-pie-works-bath-oh,-81.636305,41.188143,Booked,01/20/2024,Trace Underwood,,234-466-7639,,,1,,2024-01-27 | COMPLETED | JDDM Live @ The Pint & Pie Works | 1925 N Cleveland Massillon Rd; 2024-04-27 | COMPLETED | JustDeeDeeMuisc Live @ The Pint & Pie Works | 1925 N Cleveland Massillon Rd; 2024-08-03 | COMPLETED | JustDeeDeeMuisc Live @ The Pint & Pie Works | 1925 N Cleveland Massillon Rd; 2024-10-05 | COMPLETED | JustDeeDeeMusic Live @ The Pint & Pie Works | 1925 N Cleveland Massillon Rd; 2024-11-09 | COMPLETED | JustDeeDeeMusic Live @ The Pint & Pie Works | 1925 N Cleveland Massillon Rd; 2025-06-07; 2025-06-07 6:00pm ET | COMPLETED | Pint and Pie Works | 49ako0jvojomd9bc9ovicjuj7n@google.com; 2025-08-30; 2025-08-30 6:00pm ET | COMPLETED | Pint and Pie Works | 1jilu931igmrrcn283kmoa8nlu@google.com; 2025-12-06; 2025-12-06 6:00pm ET | COMPLETED | Pint and Pie Works | 4s1o5julcfno5dqdgjqfqvdir6@google.com; Akron; OH 44333 | historical-2024-01-27-the-pint-pie-works-jddm-live-the-pint-pie-works-4; OH 44333 | historical-2024-04-27-the-pint-pie-works-justdeedeemuisc-live-the-pint-pie-works-15; OH 44333 | historical-2024-08-03-the-pint-pie-works-justdeedeemuisc-live-the-pint-pie-works-37; OH 44333 | historical-2024-10-05-the-pint-pie-works-justdeedeemusic-live-the-pint-pie-works-57; OH 44333 | historical-2024-11-09-the-pint-pie-works-justdeedeemusic-live-the-pint-pie-works-64,2026-07-18; 2026-07-18 6:00pm ET | BOOKED | Pint & Pie Works | 2mrdbt3goib9v8g2kms4jqpgi9@google.com; 2026-08-15; 2026-08-15 6:00pm ET | BOOKED | Pint & Pie Works | 39pah3re4u66av8bvdv8qe7hhv@google.com,OH 44333 | historical-2024-11-09-the-pint-pie-works-justdeedeemusic-live-the-pint-pie-works-64,Sat Jul 18 2026 00:00:00 GMT-0400 (Eastern Daylight Time),17,4,21,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Other Venue,,
The Post,5720 Independence Drive,Brecksville,44141,OH,the-post-brecksville-oh-44141,-81.627896,41.289799,Needs Review,08/26/2025,,,,,,,,,,,,,,,,Other Venue,,
The Rabbit Hole,1662 Merriman Rd,Akron,44313,OH,the-rabbit-hole-akron-oh-44313,-81.548612,41.133153,Needs Review,,,,,,,,,,,,,,,,,Other Venue,,
The Red Fern Inn ar Rocky Point Winery,111 W Main St,Marblehead,43440,OH,the-red-fern-inn-ar-rocky-point-winery-marblehead-oh-43440,-82.729439,41.54048,Not Contacted Yet,Sun Aug 10 2025 00:00:00 GMT-0400 (Eastern Daylight Time),Chris 419-967-5344,,419-967-5344,,,,,,,,,,,,,Winery,,
"The Richfield Brewing 3871 Broadview Rd. Richfield, OH 44286",,,,OH,the-richfield-brewing-3871-broadview-rd-richfield-oh-44286,-81.653166,41.23748,Not Contacted Yet,Thu Sep 04 2025 00:00:00 GMT-0400 (Eastern Daylight Time),Morgan,,,,Website,1,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,,
The Rosewood Grill,16740 Royalton Rd,Strongsville,44136,OH,the-rosewood-grill-strongsville-oh-44136,-81.816661,41.313143,Not Contacted Yet,5/25/2024,Chris at home office auston,rswarz@HRcleveland.com,440-752-8133,,stop,,,,,,,,,,,Restaurant,,
The Speakeasy at Quintana's Barber,Dr 2200 S Taylor Rd  Cleveland Heights,OH,,OH,the-speakeasy-at-quintana-s-barber-dr-2200-s-taylor-rd-cleveland-heights-oh,-81.556142,41.499603,Needs Review,,,,216-262-8288,,,,,,,,,,,,,Pub/Bar,,
The Spot on Lakeshore,7272 Lakeshore Blvd,Mentor,44060,OH,the-spot-on-lakeshore-mentor-oh-44060,-81.379787,41.700347,Told No / Closed / No Music,,,,440-510-8504,,,,,,,,,,,,,Other Venue,,Previous CRM status: Closed / No Longer Operating
The Springfield Tavern,1575 Massillon Rd,Akron,44312,OH,the-springfield-tavern-akron-oh-44312,-81.463367,41.018492,Not Contacted Yet,08/27/2024,Misty,,330-733-3113,,Messenger only talk,,,,,,,,,,,Pub/Bar,,
The Sub Station,16 High St,Wadsworth,44281,OH,the-sub-station-wadsworth-oh-44281,-81.735575,41.056048,Not Contacted Yet,02/14/2024,Shelly Reed,,330-336-9480,,,3,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,,
The Tangled Vine,3511 Center Rd,Brunswick,44212,OH,the-tangled-vine-brunswick-oh-44212,-81.811995,41.238368,Booked,07/16/2024.,Jenn,Thetangledvinebrunswick@gmail.com,330-460-6584,,email/tt Jen,2,,,,,,,,34,2026-05-07T04:36:16.000Z,Other Venue,Thetangledvinebrunswick.com,On cancellation list
The Tilted Farmer,7249 Wooster Pike,Seville,44273,OH,the-tilted-farmer-seville-oh-44273,-81.864192,41.075651,Not Contacted Yet,Tue Jul 08 2025 00:00:00 GMT-0400 (Eastern Daylight Time),Chris,Raresheep@gmail.com,330-315-1858,,stop,,,,,,,,,1,2026-05-07T04:36:16.000Z,Farm/Farmers Market,,
The Tipsy Flamingo,5775 Chevrolet Blvd,Parma,44130,OH,the-tipsy-flamingo-parma-oh-44130,-81.768894,41.405601,Played in the Past,,Serena,,440-558-2239,,,,,2026-01-31; 2026-01-31 5:00pm ET | COMPLETED | Tipsy Flamingo | 19d3o15c095bb3sj9vjg76h8b6@google.com,,2026-01-31 5:00pm ET | COMPLETED | Tipsy Flamingo | 19d3o15c095bb3sj9vjg76h8b6@google.com,,2,0,2,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Other Venue,,
The Town Tavern Copley,125 Montrose W Ave,Copley,44321,OH,the-town-tavern-copley-copley-oh-44321,-81.653315,41.132218,Told No / Closed / No Music,01/30/2024,Linsey,,234-466-0227,,,5,,,,,,,,,,Pub/Bar,https://towntavernohio.com/,"No live music in 5 years
Previous CRM status: Closed and Not Booking"
The Treelawn,15335 Waterloo Rd,Cleveland,44110,OH,the-treelawn-cleveland-oh-44110,-81.573338,41.570097,Needs Review,,,,216-677-8733,,,,,,,,,,,,,Other Venue,,
The Venice Cafe,163 W Erie St,Kent,44240,OH,the-venice-cafe-kent-oh-44240,-81.35891,41.152779,Not Contacted Yet,03/15/2024,Jeff,,330-968-4603,,stop,4,,,,,,,,2,2026-05-07T04:36:16.000Z,Coffee Shop,http://www.venicekent.com/,
The Village Idiot,309 Conant St,Maumee,43537,OH,the-village-idiot-maumee-oh-43537,-83.653551,41.562055,Needs Review,,,,419-893-7281,,,,,,,,,,,,,Other Venue,,Too far away
The Village Inn,5875 Longacre Ln,Chippewa Lake,44215,OH,the-village-inn-chippewa-lake-oh-44215,-81.90152,41.069879,Booked,05/19/2024,Suzanne Lexus,,330-769-2544,,phone,1,,2024-07-26 | COMPLETED | JustDeeDeeMusic Live @ The Village Inn | 5875 Longacre Ln; 2024-09-13 | COMPLETED | JustDeeDeeMusic Live @ The Village Inn | 5875 Longacre Ln; 2025-03-07; 2025-03-07 7:00pm ET | COMPLETED | Village Inn | 18pgkgmme59qruib5n954jjgvt@google.com; 2025-05-02; 2025-05-02 7:00pm ET | COMPLETED | Village Inn | 2u05a3vpvn8no7ohv9vfnt039e@google.com; 2025-08-01; 2025-08-01 8:00pm ET | COMPLETED | Village Inn | 1o37oqov62fmdb92r0r476676p@google.com; Chippewa Lake; OH 44215 | historical-2024-07-26-the-village-inn-justdeedeemusic-live-the-village-inn-33; OH 44215 | historical-2024-09-13-the-village-inn-justdeedeemusic-live-the-village-inn-51,2026-05-15; 2026-05-15 7:30pm ET | BOOKED | Village Inn | 7lvje09ofgq6va704skuu887s6@google.com; 2026-07-10; 2026-07-10 8:00pm ET | BOOKED | Village Inn | 0jcmr3h4i3jnlmmpcktho503c5@google.com; 2026-09-19; 2026-09-19 8:00pm ET | BOOKED | Village Inn | 5cjtmhfp0jvi3gv4k8k7u6fspq@google.com; 2026-12-11; 2026-12-11 7:30pm ET | BOOKED | Village Inn | 0tahmuqn3abi1bni1ded4tfjkj@google.com,OH 44215 | historical-2024-09-13-the-village-inn-justdeedeemusic-live-the-village-inn-51,Fri May 15 2026 00:00:00 GMT-0400 (Eastern Daylight Time),11,8,19,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Other Venue,,
The Vineyards at Pine Lake,14101 Market St,Columbiana,44408,OH,the-vineyards-at-pine-lake-columbiana-oh-44408,-80.650848,40.913132,Needs Review,,,,234-759-3980,,,3,,,,,,,,,,Other Venue,http://www.thevineyardsatpinelake.com/,
The Wild Goose,4144 Erie St,Willoughby,44094,OH,the-wild-goose-willoughby-oh-44094,-81.406758,41.640181,Not Contacted Yet,10/15/2024,Brendan,Thewildgoose@yahoo.com,440-951-6644,,Phone,,,,,,,,,,,Other Venue,https://www.wildgoosewlby.com/,
The Willoughby Tavern,38464 Lakeshore Blvd,Willoughby,44094,OH,the-willoughby-tavern-willoughby-oh-44094,-81.40015,41.695468,Played in the Past,,,,440/306/8029,,,,,2025-10-24; 2025-10-24 6:00pm ET | COMPLETED | The Willoughby Tavern | 0ucabrv91eifn595o23r3tudgu@google.com,,2025-10-24 6:00pm ET | COMPLETED | The Willoughby Tavern | 0ucabrv91eifn595o23r3tudgu@google.com,,2,0,2,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Pub/Bar,,
The Wine Mill,4964 Akron Cleveland Rd,Peninsula,44264,OH,the-wine-mill-peninsula-oh-44264,-81.495606,41.203967,Not Contacted Yet,05/19/2024,Steven or Christopher,Steven@thewinemill.com,234-571-2594,,stop,4,,,,,,,,3,2026-05-07T04:36:16.000Z,Winery,http://www.thewinemill.com/,
The Wine Room Avon,35840 Chester Rd I,Avon,44011,OH,the-wine-room-avon-avon-oh-44011,-82.011012,41.46771,Needs Review,Thu May 08 2025 00:00:00 GMT-0400 (Eastern Daylight Time),,,440-937-6544,,Website,,,,,,,,,,,Winery,,
The Winerie,6413 Hayes Ave,Sandusky,44870,OH,the-winerie-sandusky-oh-44870,-82.740401,41.380132,Not Contacted Yet,07/31/2025,Christy,Vermilianvalleyvineyards@gmail.com,,,,,,,,,,,,,,Winery,,
The Winery at Spring Hill 6062 South Ridge Road West,Geneva,OH 44041,,OH,the-winery-at-spring-hill-6062-south-ridge-road-west-geneva-oh-44041,-80.971906,41.781991,Not Contacted Yet,Sun Mar 02 2025 00:00:00 GMT-0500 (Eastern Standard Time),Patty/ 440-813-1534,Pattyfisherfbg0770@hotmail.com,440-466-0626,,email,4,,,,,,,,1,2026-05-07T04:36:16.000Z,Winery,http://thewineryatspringhill.com/,
The Winery at Wolf Creek,2637 S Cleveland Massillon Rd,Barberton,44203,OH,the-winery-at-wolf-creek-barberton-oh-44203,-81.639179,41.068419,Not Contacted Yet,02/19/2025,Jef Blevins,jef@wineryatwolfcreek.com,330-666-9285,,stop,2,,,,,,,,2,2026-05-07T04:36:16.000Z,Winery,,
The Wooden Nickel Bar & Grill,965 Marks Rd,Valley City,44280,OH,the-wooden-nickel-bar-and-grill-valley-city-oh-44280,-81.878151,41.247891,Not Contacted Yet,Sat Jun 01 2024 00:00:00 GMT-0400 (Eastern Daylight Time),Taylor,,330-460-6894,,msgr,5,,,,,,,,2,2026-05-07T04:36:16.000Z,Restaurant,,
The Works,2220 Front Street Cuyahoga Falls,OH  44221,,OH,the-works-2220-front-street-cuyahoga-falls-oh-44221,-81.482757,41.137337,Needs Review,Mon Dec 08 2025 00:00:00 GMT-0500 (Eastern Standard Time),,Vm and message sent,,,,,,,,,,,,,,Other Venue,,
Thirsty Dog Brewing Company,529 Grant St,Akron,44311,OH,thirsty-dog-brewing-company-akron-oh-44311,-81.517933,41.068962,Needs Review,,,,330-252-2739,,,,,,,,,,,,,Brewery,,
Thirsty Pony Restaurant,1935 Cleveland Rd W,Sandusky,44870,OH,thirsty-pony-restaurant-sandusky-oh-44870,-82.681287,41.441856,Needs Review,,,,419-626-6761,,,,,,,,,,,,,Restaurant,,
Tipsy Farmer Winery,32849 Speidel Rd,Hanoverton,44423,OH,tipsy-farmer-winery-hanoverton-oh-44423,-80.882236,40.777333,Not Contacted Yet,Fri Jan 05 2024 00:00:00 GMT-0500 (Eastern Standard Time),Far away,,330-222-9737,,Messenger,4,,,,,,,,1,2026-05-07T04:36:16.000Z,Winery,,
Totally 80s Ice Ice Cream Shoppe,Inside Courtyard Sqaure by Coaches,657 E State St,,OH,totally-80s-ice-ice-cream-shoppe-salem-oh-44460,-80.852023,40.900896,Booked,,,,330-301-9096,,,,,,2026-06-09; 2027-06-08,,Tue Jun 09 2026 00:00:00 GMT-0400 (Eastern Daylight Time),0,2,2,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Other Venue,,
Town Tavern Green,1840 Town Park Blvd,Uniontown,44685,OH,town-tavern-green-uniontown-oh-44685,-81.466699,40.950556,Needs Review,,,,330-896-4433,,,,,,,,,,,,,Pub/Bar,,
Tricky Tortoise Brewing Company,4057 Erie St,Willoughby,44094,OH,tricky-tortoise-brewing-company-willoughby-oh-44094,-81.406531,41.641472,Told No / Closed / No Music,Mon Aug 05 2024 00:00:00 GMT-0400 (Eastern Daylight Time),Josh,,440-306-8372,,Website,1,,2024-08-09 | COMPLETED | JustDeeDeeMusic Live @ Tricky Tortoise Brewing Co. | 4057 Erie St; OH 44094 | historical-2024-08-09-tricky-tortoise-brewing-co-justdeedeemusic-live-tricky-tortoise-brewing-co-38; Willoughby,,Fri Aug 09 2024 00:00:00 GMT-0400 (Eastern Daylight Time),,1,,1,2026-05-08T02:35:41.539Z,Brewery,https://www.trickytortoisebrewingcompany.com/,Previous CRM status: Closed and Not Booking
